,region,year,mean_temp,anomaly
409,temperate,1929,279.4242248535156,0.2616983950138092
410,temperate,1930,279.4587707519531,0.29624176025390625
411,temperate,1931,279.2912902832031,0.1287892609834671
412,temperate,1932,279.3606872558594,0.1981760710477829
413,temperate,1933,279.6632385253906,0.5006942749023438
414,temperate,1934,279.4644470214844,0.3019510805606842
415,temperate,1935,279.5126953125,0.35018157958984375
416,temperate,1936,279.2967834472656,0.13427734375
417,temperate,1937,279.4599914550781,0.2974649965763092
418,temperate,1938,279.3303527832031,0.1678466796875
419,temperate,1939,279.4485778808594,0.28606414794921875
420,temperate,1940,279.58209228515625,0.4195912778377533
421,temperate,1941,279.2940368652344,0.1315104216337204
422,temperate,1942,279.4156188964844,0.25306448340415955
423,temperate,1943,279.17071533203125,0.008183796890079975
424,temperate,1944,279.1864013671875,0.02390543557703495
425,temperate,1945,279.2455139160156,0.08302053064107895
426,temperate,1946,279.28900146484375,0.1264902800321579
427,temperate,1947,279.3866882324219,0.22418212890625
428,temperate,1948,279.2761535644531,0.1136881485581398
429,temperate,1949,279.1314697265625,-0.03099568746984005
430,temperate,1950,279.17034912109375,0.007863362319767475
431,temperate,1951,279.5710754394531,0.4085947573184967
432,temperate,1952,279.358154296875,0.1956736296415329
433,temperate,1953,279.0860595703125,-0.0764312744140625
434,temperate,1954,279.15496826171875,-0.0075251259841024876
435,temperate,1955,279.42034912109375,0.2578582763671875
436,temperate,1956,279.190673828125,0.02817789651453495
437,temperate,1957,279.0583801269531,-0.10414377599954605
438,temperate,1958,279.2142639160156,0.05174000933766365
439,temperate,1959,279.25091552734375,0.0883941650390625
440,temperate,1960,279.0304260253906,-0.13209788501262665
441,temperate,1961,278.7279357910156,-0.43457794189453125
442,temperate,1962,278.9933166503906,-0.1692097932100296
443,temperate,1963,279.1653747558594,0.0028788249474018812
444,temperate,1964,279.1023864746094,-0.06008656695485115
445,temperate,1965,279.03662109375,-0.12587738037109375
446,temperate,1966,279.1875305175781,0.02501424215734005
447,temperate,1967,278.9160461425781,-0.2464599609375
448,temperate,1968,278.9405517578125,-0.2219340056180954
449,temperate,1969,279.2328796386719,0.0703837051987648
450,temperate,1970,279.2669372558594,0.10443115234375
451,temperate,1971,279.3930358886719,0.2305043488740921
452,temperate,1972,279.1933898925781,0.0308710727840662
453,temperate,1973,279.2060852050781,0.04353586956858635
454,temperate,1974,279.02783203125,-0.134674072265625
455,temperate,1975,279.2395935058594,0.07708994299173355
456,temperate,1976,279.0647277832031,-0.09776560217142105
457,temperate,1977,279.08837890625,-0.07415517419576645
458,temperate,1978,279.1862487792969,0.0237553920596838
459,temperate,1979,279.20159912109375,0.03908538818359375
460,temperate,1980,279.36883544921875,0.20634205639362335
461,temperate,1981,279.4164123535156,0.25390878319740295
462,temperate,1982,279.1261901855469,-0.0363210029900074
463,temperate,1983,279.2193298339844,0.0568491630256176
464,temperate,1984,279.5348205566406,0.3723653256893158
465,temperate,1985,279.3672180175781,0.2047271728515625
466,temperate,1986,279.36114501953125,0.1986643522977829
467,temperate,1987,279.4060974121094,0.24357350170612335
468,temperate,1988,279.6167907714844,0.45427703857421875
469,temperate,1989,279.6700439453125,0.5075200200080872
470,temperate,1990,279.54388427734375,0.3813629150390625
471,temperate,1991,279.5699768066406,0.4074554443359375
472,temperate,1992,279.3152160644531,0.15271250903606415
473,temperate,1993,279.3753967285156,0.21288807690143585
474,temperate,1994,279.50006103515625,0.3375396728515625
475,temperate,1995,279.4010009765625,0.23850250244140625
476,temperate,1996,279.4541931152344,0.29165902733802795
477,temperate,1997,279.83026123046875,0.6677805781364441
478,temperate,1998,279.7898864746094,0.6273600459098816
479,temperate,1999,279.7695007324219,0.6069895625114441
480,temperate,2000,279.8012390136719,0.6387456059455872
481,temperate,2001,279.9251708984375,0.7626495361328125
482,temperate,2002,279.8835754394531,0.7210947871208191
483,temperate,2003,279.9013366699219,0.7387949824333191
484,temperate,2004,280.0757751464844,0.91326904296875
485,temperate,2005,280.1612854003906,0.9987996220588684
486,temperate,2006,280.0737609863281,0.9112879633903503
487,temperate,2007,280.19097900390625,1.028490662574768
488,temperate,2008,280.1199645996094,0.9574737548828125
489,temperate,2009,279.856689453125,0.6941680908203125
490,temperate,2010,280.0514831542969,0.8889643549919128
491,temperate,2011,280.3286437988281,1.1661376953125
492,temperate,2012,280.19158935546875,1.029070496559143
493,temperate,2013,280.2101135253906,1.0476226806640625
494,temperate,2014,280.27520751953125,1.1127039194107056
495,polar,1850,253.3688201904297,-0.8433341979980469
496,polar,1851,253.7509002685547,-0.4612846374511719
497,polar,1852,253.29051208496094,-0.9216384887695312
498,polar,1853,253.56898498535156,-0.6431922912597656
499,polar,1854,254.11341857910156,-0.09873326867818832
500,polar,1855,253.58349609375,-0.6286404728889465
501,polar,1856,253.45147705078125,-0.7606837153434753
502,polar,1857,253.4930419921875,-0.7191200256347656
503,polar,1858,253.0886688232422,-1.1234830617904663
504,polar,1859,253.3082733154297,-0.9038963317871094
505,polar,1860,253.8874053955078,-0.3247324526309967
506,polar,1861,253.5177459716797,-0.6944249272346497
507,polar,1862,253.947265625,-0.26490911841392517
508,polar,1863,253.47328186035156,-0.7388750910758972
509,polar,1864,253.63670349121094,-0.5754687190055847
510,polar,1865,253.7749481201172,-0.4372202455997467
511,polar,1866,254.16058349609375,-0.05157216265797615
512,polar,1867,253.2296142578125,-0.9825490117073059
513,polar,1868,253.14747619628906,-1.0646934509277344
514,polar,1869,253.58876037597656,-0.6234092712402344
515,polar,1870,253.64195251464844,-0.5701993107795715
516,polar,1871,253.6023406982422,-0.6098302006721497
517,polar,1872,253.64537048339844,-0.5667800903320312
518,polar,1873,253.25978088378906,-0.9523747563362122
